geographicAreaM49,geographicAreaM49_description,measuredElement,measuredElement_description,timePointYears,Value_unpd,flagObservationStatus,flagMethod,Value_faostat,Flag,(Value_unpd-Value_faostat)/Value_faostat
408,Democratic People's Republic of Korea,511,Total Population [1000],2005,23904,X,h,23813,,0.003821442
408,Democratic People's Republic of Korea,511,Total Population [1000],2006,24061,X,h,23970,,0.003796412
408,Democratic People's Republic of Korea,511,Total Population [1000],2007,24203,X,h,24112,,0.003774054
408,Democratic People's Republic of Korea,511,Total Population [1000],2008,24335,X,h,24244,,0.003753506
408,Democratic People's Republic of Korea,511,Total Population [1000],2009,24463,X,h,24372,,0.003733793
408,Democratic People's Republic of Korea,511,Total Population [1000],2010,24592,X,h,24501,,0.003714134
408,Democratic People's Republic of Korea,511,Total Population [1000],2011,24722,X,h,24631,,0.003694531
408,Democratic People's Republic of Korea,511,Total Population [1000],2012,24854,X,h,24763,,0.003674837
408,Democratic People's Republic of Korea,511,Total Population [1000],2013,24986,X,h,24895,,0.003655352
410,Republic of Korea,511,Total Population [1000],2000,47386,X,h,45977,,0.030645758
410,Republic of Korea,511,Total Population [1000],2001,47713,X,h,46193,,0.032905419
410,Republic of Korea,511,Total Population [1000],2002,48005,X,h,46394,,0.034724318
410,Republic of Korea,511,Total Population [1000],2003,48265,X,h,46592,,0.035907452
410,Republic of Korea,511,Total Population [1000],2004,48498,X,h,46801,,0.036259909
410,Republic of Korea,511,Total Population [1000],2005,48708,X,h,47033,,0.035613293
410,Republic of Korea,511,Total Population [1000],2006,48896,X,h,47291,,0.033938804
410,Republic of Korea,511,Total Population [1000],2007,49062,X,h,47573,,0.031299266
410,Republic of Korea,511,Total Population [1000],2008,49219,X,h,47868,,0.028223448
410,Republic of Korea,511,Total Population [1000],2009,49379,X,h,48165,,0.025205024
410,Republic of Korea,511,Total Population [1000],2010,49553,X,h,48454,,0.022681306
410,Republic of Korea,511,Total Population [1000],2011,49745,X,h,48733,,0.020766216
410,Republic of Korea,511,Total Population [1000],2012,49952,X,h,49003,,0.019366161
410,Republic of Korea,511,Total Population [1000],2013,50169,X,h,49263,,0.018391085
414,Kuwait,511,Total Population [1000],2000,2051,X,h,1906,,0.076075551
414,Kuwait,511,Total Population [1000],2001,2109,X,h,1981,,0.064613831
414,Kuwait,511,Total Population [1000],2002,2144,X,h,2048,,0.046875
414,Kuwait,511,Total Population [1000],2003,2169,X,h,2116,,0.025047259
414,Kuwait,511,Total Population [1000],2004,2208,X,h,2196,,0.005464481
414,Kuwait,511,Total Population [1000],2005,2277,X,h,2296,,-0.008275261
414,Kuwait,511,Total Population [1000],2006,2377,X,h,2417,,-0.016549441
414,Kuwait,511,Total Population [1000],2007,2503,X,h,2555,,-0.02035225
414,Kuwait,511,Total Population [1000],2008,2652,X,h,2702,,-0.018504811
414,Kuwait,511,Total Population [1000],2009,2819,X,h,2850,,-0.010877193
414,Kuwait,511,Total Population [1000],2010,2998,X,h,2992,,0.002005348
414,Kuwait,511,Total Population [1000],2011,3191,X,h,3125,,0.02112
414,Kuwait,511,Total Population [1000],2012,3396,X,h,3250,,0.044923077
414,Kuwait,511,Total Population [1000],2013,3598,X,h,3369,,0.067972692
417,Kyrgyzstan,511,Total Population [1000],2000,4921,X,h,4955,,-0.006861756
417,Kyrgyzstan,511,Total Population [1000],2001,4963,X,h,4988,,-0.005012029
417,Kyrgyzstan,511,Total Population [1000],2002,4991,X,h,5003,,-0.002398561
417,Kyrgyzstan,511,Total Population [1000],2003,5012,X,h,5009,,0.000598922
417,Kyrgyzstan,511,Total Population [1000],2004,5038,X,h,5019,,0.003785615
417,Kyrgyzstan,511,Total Population [1000],2005,5075,X,h,5042,,0.006545022
417,Kyrgyzstan,511,Total Population [1000],2006,5127,X,h,5082,,0.008854782
417,Kyrgyzstan,511,Total Population [1000],2007,5190,X,h,5134,,0.010907674
417,Kyrgyzstan,511,Total Population [1000],2008,5262,X,h,5197,,0.012507216
417,Kyrgyzstan,511,Total Population [1000],2009,5341,X,h,5265,,0.014434948
417,Kyrgyzstan,511,Total Population [1000],2010,5422,X,h,5334,,0.016497938
417,Kyrgyzstan,511,Total Population [1000],2011,5507,X,h,5403,,0.019248566
417,Kyrgyzstan,511,Total Population [1000],2012,5594,X,h,5474,,0.021921812
417,Kyrgyzstan,511,Total Population [1000],2013,5684,X,h,5548,,0.024513338
418,Lao People's Democratic Republic,511,Total Population [1000],2000,5329,X,h,5388,,-0.01095026
418,Lao People's Democratic Republic,511,Total Population [1000],2001,5415,X,h,5470,,-0.010054845
418,Lao People's Democratic Republic,511,Total Population [1000],2002,5497,X,h,5545,,-0.008656447
418,Lao People's Democratic Republic,511,Total Population [1000],2003,5580,X,h,5619,,-0.006940737
418,Lao People's Democratic Republic,511,Total Population [1000],2004,5665,X,h,5699,,-0.005965959
418,Lao People's Democratic Republic,511,Total Population [1000],2005,5754,X,h,5791,,-0.006389225
418,Lao People's Democratic Republic,511,Total Population [1000],2006,5849,X,h,5896,,-0.007971506
418,Lao People's Democratic Republic,511,Total Population [1000],2007,5950,X,h,6013,,-0.010477299
418,Lao People's Democratic Republic,511,Total Population [1000],2008,6052,X,h,6139,,-0.014171689
418,Lao People's Democratic Republic,511,Total Population [1000],2009,6152,X,h,6268,,-0.018506701
418,Lao People's Democratic Republic,511,Total Population [1000],2010,6246,X,h,6396,,-0.023452158
418,Lao People's Democratic Republic,511,Total Population [1000],2011,6333,X,h,6521,,-0.028829934
418,Lao People's Democratic Republic,511,Total Population [1000],2012,6415,X,h,6646,,-0.034757749
418,Lao People's Democratic Republic,511,Total Population [1000],2013,6495,X,h,6770,,-0.040620384
422,Lebanon,511,Total Population [1000],2000,3235,X,h,3235,,0
422,Lebanon,511,Total Population [1000],2001,3360,X,h,3358,,0.000595593
422,Lebanon,511,Total Population [1000],2002,3523,X,h,3516,,0.001990899
422,Lebanon,511,Total Population [1000],2003,3701,X,h,3690,,0.00298103
422,Lebanon,511,Total Population [1000],2004,3863,X,h,3854,,0.002335236
422,Lebanon,511,Total Population [1000],2005,3987,X,h,3987,,0
422,Lebanon,511,Total Population [1000],2006,4057,X,h,4080,,-0.005637255
422,Lebanon,511,Total Population [1000],2007,4086,X,h,4140,,-0.013043478
422,Lebanon,511,Total Population [1000],2008,4111,X,h,4186,,-0.017916866
422,Lebanon,511,Total Population [1000],2009,4183,X,h,4247,,-0.015069461
422,Lebanon,511,Total Population [1000],2010,4337,X,h,4341,,-0.000921447
422,Lebanon,511,Total Population [1000],2011,4588,X,h,4478,,0.024564538
422,Lebanon,511,Total Population [1000],2012,4916,X,h,4647,,0.057886809
422,Lebanon,511,Total Population [1000],2013,5276,X,h,4822,,0.094151804
426,Lesotho,511,Total Population [1000],2000,1869,X,h,1856,,0.00700431
426,Lesotho,511,Total Population [1000],2001,1886,X,h,1872,,0.007478632
426,Lesotho,511,Total Population [1000],2002,1902,X,h,1885,,0.009018568
426,Lesotho,511,Total Population [1000],2003,1918,X,h,1899,,0.010005266
426,Lesotho,511,Total Population [1000],2004,1934,X,h,1912,,0.011506276
426,Lesotho,511,Total Population [1000],2005,1950,X,h,1926,,0.012461059
426,Lesotho,511,Total Population [1000],2006,1966,X,h,1940,,0.013402062
426,Lesotho,511,Total Population [1000],2007,1982,X,h,1956,,0.013292434
426,Lesotho,511,Total Population [1000],2008,2000,X,h,1972,,0.014198783
426,Lesotho,511,Total Population [1000],2009,2019,X,h,1990,,0.014572864
426,Lesotho,511,Total Population [1000],2010,2041,X,h,2009,,0.015928323
426,Lesotho,511,Total Population [1000],2011,2064,X,h,2030,,0.016748768
426,Lesotho,511,Total Population [1000],2012,2090,X,h,2052,,0.018518519
426,Lesotho,511,Total Population [1000],2013,2117,X,h,2074,,0.020732883
428,Latvia,511,Total Population [1000],2000,2384,X,h,2371,,0.005482919
428,Latvia,511,Total Population [1000],2001,2359,X,h,2345,,0.005970149
428,Latvia,511,Total Population [1000],2002,2332,X,h,2317,,0.006473889
428,Latvia,511,Total Population [1000],2003,2306,X,h,2288,,0.007867133
428,Latvia,511,Total Population [1000],2004,2279,X,h,2258,,0.009300266
428,Latvia,511,Total Population [1000],2005,2252,X,h,2228,,0.010771993
428,Latvia,511,Total Population [1000],2006,2225,X,h,2197,,0.012744652
428,Latvia,511,Total Population [1000],2007,2199,X,h,2167,,0.014766959
428,Latvia,511,Total Population [1000],2008,2172,X,h,2138,,0.015902713
428,Latvia,511,Total Population [1000],2009,2145,X,h,2112,,0.015625
428,Latvia,511,Total Population [1000],2010,2119,X,h,2091,,0.013390722
428,Latvia,511,Total Population [1000],2011,2092,X,h,2073,,0.009165461
428,Latvia,511,Total Population [1000],2012,2066,X,h,2060,,0.002912621
428,Latvia,511,Total Population [1000],2013,2041,X,h,2050,,-0.004390244
430,Liberia,511,Total Population [1000],2000,2885,X,h,2892,,-0.00242047
430,Liberia,511,Total Population [1000],2001,2991,X,h,2999,,-0.002667556
430,Liberia,511,Total Population [1000],2002,3063,X,h,3071,,-0.002605015
430,Liberia,511,Total Population [1000],2003,3116,X,h,3124,,-0.002560819
430,Liberia,511,Total Population [1000],2004,3176,X,h,3185,,-0.002825746
430,Liberia,511,Total Population [1000],2005,3261,X,h,3270,,-0.002752294
430,Liberia,511,Total Population [1000],2006,3376,X,h,3385,,-0.002658789
430,Liberia,511,Total Population [1000],2007,3513,X,h,3522,,-0.002555366
430,Liberia,511,Total Population [1000],2008,3663,X,h,3673,,-0.00272257
430,Liberia,511,Total Population [1000],2009,3812,X,h,3821,,-0.002355404
430,Liberia,511,Total Population [1000],2010,3948,X,h,3958,,-0.002526529
430,Liberia,511,Total Population [1000],2011,4070,X,h,4080,,-0.00245098
430,Liberia,511,Total Population [1000],2012,4182,X,h,4190,,-0.001909308
430,Liberia,511,Total Population [1000],2013,4286,X,h,4294,,-0.001863065
44,Bahamas,511,Total Population [1000],2000,298,X,h,298,,0
44,Bahamas,511,Total Population [1000],2001,303,X,h,303,,0
44,Bahamas,511,Total Population [1000],2002,309,X,h,309,,0
44,Bahamas,511,Total Population [1000],2003,316,X,h,316,,0
44,Bahamas,511,Total Population [1000],2004,323,X,h,322,,0.00310559
44,Bahamas,511,Total Population [1000],2005,329,X,h,329,,0
44,Bahamas,511,Total Population [1000],2006,336,X,h,336,,0
44,Bahamas,511,Total Population [1000],2007,342,X,h,342,,0
44,Bahamas,511,Total Population [1000],2008,349,X,h,348,,0.002873563
44,Bahamas,511,Total Population [1000],2009,355,X,h,354,,0.002824859
44,Bahamas,511,Total Population [1000],2010,361,X,h,360,,0.002777778
44,Bahamas,511,Total Population [1000],2011,367,X,h,366,,0.00273224
44,Bahamas,511,Total Population [1000],2012,372,X,h,372,,0
44,Bahamas,511,Total Population [1000],2013,377,X,h,377,,0
440,Lithuania,511,Total Population [1000],2000,3502,X,h,3498,,0.001143511
440,Lithuania,511,Total Population [1000],2001,3474,X,h,3462,,0.003466205
440,Lithuania,511,Total Population [1000],2002,3445,X,h,3421,,0.007015493
440,Lithuania,511,Total Population [1000],2003,3414,X,h,3378,,0.010657194
440,Lithuania,511,Total Population [1000],2004,3381,X,h,3333,,0.01440144
440,Lithuania,511,Total Population [1000],2005,3344,X,h,3287,,0.01734104
440,Lithuania,511,Total Population [1000],2006,3304,X,h,3239,,0.020067922
440,Lithuania,511,Total Population [1000],2007,3260,X,h,3190,,0.021943574
440,Lithuania,511,Total Population [1000],2008,3215,X,h,3143,,0.02290805
440,Lithuania,511,Total Population [1000],2009,3169,X,h,3102,,0.021598968
440,Lithuania,511,Total Population [1000],2010,3124,X,h,3068,,0.018252934
440,Lithuania,511,Total Population [1000],2011,3080,X,h,3044,,0.011826544
440,Lithuania,511,Total Population [1000],2012,3037,X,h,3028,,0.002972259
440,Lithuania,511,Total Population [1000],2013,2997,X,h,3017,,-0.006629102
442,Luxembourg,511,Total Population [1000],2000,436,X,h,436,,0
442,Luxembourg,511,Total Population [1000],2001,440,X,h,440,,0
442,Luxembourg,511,Total Population [1000],2002,444,X,h,444,,0
442,Luxembourg,511,Total Population [1000],2003,447,X,h,447,,0
442,Luxembourg,511,Total Population [1000],2004,452,X,h,452,,0
442,Luxembourg,511,Total Population [1000],2005,458,X,h,458,,0
442,Luxembourg,511,Total Population [1000],2006,466,X,h,466,,0
442,Luxembourg,511,Total Population [1000],2007,475,X,h,476,,-0.00210084
442,Luxembourg,511,Total Population [1000],2008,485,X,h,487,,-0.004106776
442,Luxembourg,511,Total Population [1000],2009,496,X,h,498,,-0.004016064
442,Luxembourg,511,Total Population [1000],2010,508,X,h,508,,0
442,Luxembourg,511,Total Population [1000],2011,520,X,h,516,,0.007751938
442,Luxembourg,511,Total Population [1000],2012,532,X,h,524,,0.015267176
442,Luxembourg,511,Total Population [1000],2013,545,X,h,530,,0.028301887
446,"China, Macao",511,Total Population [1000],2000,428,X,h,432,,-0.009259259
446,"China, Macao",511,Total Population [1000],2001,438,X,h,438,,0
446,"China, Macao",511,Total Population [1000],2002,449,X,h,444,,0.011261261
446,"China, Macao",511,Total Population [1000],2003,460,X,h,451,,0.019955654
446,"China, Macao",511,Total Population [1000],2004,471,X,h,459,,0.026143791
446,"China, Macao",511,Total Population [1000],2005,483,X,h,468,,0.032051282
446,"China, Macao",511,Total Population [1000],2006,493,X,h,480,,0.027083333
446,"China, Macao",511,Total Population [1000],2007,504,X,h,493,,0.022312373
446,"China, Macao",511,Total Population [1000],2008,514,X,h,508,,0.011811024
446,"China, Macao",511,Total Population [1000],2009,525,X,h,522,,0.005747126
446,"China, Macao",511,Total Population [1000],2010,537,X,h,535,,0.003738318
446,"China, Macao",511,Total Population [1000],2011,549,X,h,546,,0.005494505
446,"China, Macao",511,Total Population [1000],2012,563,X,h,557,,0.010771993
446,"China, Macao",511,Total Population [1000],2013,576,X,h,566,,0.017667845
450,Madagascar,511,Total Population [1000],2000,15767,X,h,15745,,0.001397269
450,Madagascar,511,Total Population [1000],2001,16261,X,h,16236,,0.001539788
450,Madagascar,511,Total Population [1000],2002,16765,X,h,16736,,0.001732792
450,Madagascar,511,Total Population [1000],2003,17279,X,h,17245,,0.001971586
450,Madagascar,511,Total Population [1000],2004,17803,X,h,17763,,0.002251872
450,Madagascar,511,Total Population [1000],2005,18337,X,h,18290,,0.00256971
450,Madagascar,511,Total Population [1000],2006,18880,X,h,18826,,0.002868374
450,Madagascar,511,Total Population [1000],2007,19434,X,h,19371,,0.003252284
450,Madagascar,511,Total Population [1000],2008,19996,X,h,19927,,0.003462639
450,Madagascar,511,Total Population [1000],2009,20569,X,h,20496,,0.003561671
450,Madagascar,511,Total Population [1000],2010,21152,X,h,21080,,0.00341556
450,Madagascar,511,Total Population [1000],2011,21744,X,h,21679,,0.002998293
450,Madagascar,511,Total Population [1000],2012,22347,X,h,22294,,0.002377321
450,Madagascar,511,Total Population [1000],2013,22961,X,h,22925,,0.001570338
454,Malawi,511,Total Population [1000],2000,11376,X,h,11321,,0.004858228
454,Malawi,511,Total Population [1000],2001,11696,X,h,11623,,0.00628065
454,Malawi,511,Total Population [1000],2002,12014,X,h,11927,,0.007294374
454,Malawi,511,Total Population [1000],2003,12337,X,h,12239,,0.00800719
454,Malawi,511,Total Population [1000],2004,12676,X,h,12569,,0.008513008
454,Malawi,511,Total Population [1000],2005,13040,X,h,12925,,0.008897485
454,Malawi,511,Total Population [1000],2006,13429,X,h,13308,,0.009092275
454,Malawi,511,Total Population [1000],2007,13841,X,h,13714,,0.00926061
454,Malawi,511,Total Population [1000],2008,14271,X,h,14138,,0.009407271
454,Malawi,511,Total Population [1000],2009,14715,X,h,14573,,0.009744047
454,Malawi,511,Total Population [1000],2010,15167,X,h,15014,,0.010190489
454,Malawi,511,Total Population [1000],2011,15628,X,h,15458,,0.010997542
454,Malawi,511,Total Population [1000],2012,16097,X,h,15906,,0.012008047
454,Malawi,511,Total Population [1000],2013,16577,X,h,16363,,0.013078286
458,Malaysia,511,Total Population [1000],2000,23186,X,h,23421,,-0.01003373
458,Malaysia,511,Total Population [1000],2001,23699,X,h,23926,,-0.009487587
458,Malaysia,511,Total Population [1000],2002,24199,X,h,24414,,-0.008806423
458,Malaysia,511,Total Population [1000],2003,24689,X,h,24891,,-0.008115383
458,Malaysia,511,Total Population [1000],2004,25174,X,h,25365,,-0.007530061
458,Malaysia,511,Total Population [1000],2005,25659,X,h,25843,,-0.007119916
458,Malaysia,511,Total Population [1000],2006,26144,X,h,26327,,-0.006951039
458,Malaysia,511,Total Population [1000],2007,26626,X,h,26814,,-0.007011263
458,Malaysia,511,Total Population [1000],2008,27111,X,h,27302,,-0.006995824
458,Malaysia,511,Total Population [1000],2009,27605,X,h,27790,,-0.006657071
458,Malaysia,511,Total Population [1000],2010,28112,X,h,28276,,-0.005799972
458,Malaysia,511,Total Population [1000],2011,28635,X,h,28759,,-0.004311694
458,Malaysia,511,Total Population [1000],2012,29170,X,h,29240,,-0.002393981
458,Malaysia,511,Total Population [1000],2013,29707,X,h,29717,,-0.000336508
462,Maldives,511,Total Population [1000],2000,280,X,h,273,,0.025641026
462,Maldives,511,Total Population [1000],2001,287,X,h,278,,0.032374101
462,Maldives,511,Total Population [1000],2002,294,X,h,283,,0.038869258
462,Maldives,511,Total Population [1000],2003,302,X,h,288,,0.048611111
462,Maldives,511,Total Population [1000],2004,310,X,h,293,,0.058020478
462,Maldives,511,Total Population [1000],2005,319,X,h,298,,0.070469799
462,Maldives,511,Total Population [1000],2006,327,X,h,303,,0.079207921
462,Maldives,511,Total Population [1000],2007,336,X,h,308,,0.090909091
462,Maldives,511,Total Population [1000],2008,345,X,h,314,,0.098726115
462,Maldives,511,Total Population [1000],2009,355,X,h,320,,0.109375
462,Maldives,511,Total Population [1000],2010,365,X,h,326,,0.119631902
462,Maldives,511,Total Population [1000],2011,375,X,h,332,,0.129518072
462,Maldives,511,Total Population [1000],2012,386,X,h,338,,0.142011834
462,Maldives,511,Total Population [1000],2013,397,X,h,345,,0.150724638
466,Mali,511,Total Population [1000],2000,10968,X,h,10261,,0.068901667
466,Mali,511,Total Population [1000],2001,11293,X,h,10563,,0.069109155
